11,09375;0,5659
11,10375;0,558254
11,11375;0,558254
11,12375;0,560803
11,13375;0,558254
11,14375;0,555705
11,15375;0,560803
11,16375;0,555705
11,17375;0,5659
11,18375;0,550607
11,203125;0,560803
11,213125;0,560803
11,223125;0,558254
11,233125;0,558254
11,243125;0,558254
11,253125;0,560803
11,263125;0,54551
11,273125;0,558254
11,283125;0,5659
11,293125;0,558254
11,3125;0,5659
11,3225;0,555705
11,3325;0,560803
11,3425;0,560803
11,3525;0,553156
11,3625;0,560803
11,3725;0,558254
11,3825;0,558254
11,3925;0,558254
11,4025;0,563351
11,40625;0,563351
11,41625;0,558254
11,42625;0,563351
11,43625;0,558254
11,44625;0,568449
11,45625;0,5659
11,46625;0,563351
11,47625;0,5659
11,48625;0,570998
11,49625;0,555705
11,5;0,563351
11,51;0,563351
11,52;0,548058
11,53;0,560803
11,54;0,558254
11,55;0,568449
11,56;0,570998
11,57;0,560803
11,58;0,555705
11,59;0,558254
11,609375;0,5659
11,619375;0,553156
11,629375;0,558254
11,639375;0,563351
11,649375;0,558254
11,659375;0,555705
11,669375;0,553156
11,679375;0,558254
11,689375;0,555705
11,699375;0,573547
11,71875;0,560803
11,72875;0,553156
11,73875;0,560803
11,74875;0,560803
11,75875;0,5659
11,76875;0,5659
11,77875;0,560803
11,78875;0,553156
11,79875;0,558254
11,80875;0,555705
11,8125;0,560803
11,8225;0,558254
11,8325;0,5659
11,8425;0,5659
11,8525;0,555705
11,8625;0,560803
11,8725;0,563351
11,8825;0,5659
11,8925;0,560803
11,9025;0,560803
11,921875;0,5659
11,931875;0,550607
11,941875;0,558254
11,951875;0,553156
11,961875;0,560803
11,971875;0,558254
11,981875;0,558254
11,991875;0,560803
12,001875;0,558254
12,011875;0,558254
12,015625;0,553156
12,025625;0,563351
12,035625;0,563351
12,045625;0,563351
12,055625;0,558254
12,065625;0,563351
12,075625;0,568449
12,085625;0,553156
12,095625;0,558254
12,105625;0,558254
12,125;0,558254
12,135;0,560803
12,145;0,5659
12,155;0,553156
12,165;0,558254
12,175;0,558254
12,185;0,555705
12,195;0,560803
12,205;0,558254
12,215;0,560803
12,21875;0,553156
12,22875;0,558254
12,23875;0,558254
12,24875;0,560803
12,25875;0,555705
12,26875;0,558254
12,27875;0,563351
12,28875;0,558254
12,29875;0,560803
12,30875;0,5659
12,328125;0,558254
12,338125;0,560803
12,348125;0,555705
12,358125;0,555705
12,368125;0,553156
12,378125;0,555705
12,388125;0,558254
12,398125;0,560803
12,408125;0,560803
12,418125;0,558254
12,421875;0,555705
12,431875;0,5659
12,441875;0,563351
12,451875;0,563351
12,461875;0,555705
12,471875;0,563351
12,481875;0,555705
12,491875;0,558254
12,501875;0,568449
12,511875;0,553156
12,53125;0,558254
12,54125;0,558254
12,55125;0,563351
12,56125;0,548058
12,57125;0,558254
12,58125;0,5659
12,59125;0,553156
12,60125;0,555705
12,61125;0,558254
12,62125;0,563351
12,65625;0,555705
12,66625;0,560803
12,67625;0,558254
12,68625;0,553156
12,69625;0,560803
12,70625;0,555705
12,71625;0,568449
12,72625;0,555705
12,73625;0,560803
12,74625;0,555705
12,75;0,558254
12,76;0,568449
12,77;0,558254
12,78;0,560803
12,79;0,558254
12,8;0,555705
12,81;0,553156
12,82;0,558254
12,83;0,563351
12,84;0,555705
12,859375;0,573547
12,869375;0,555705
12,879375;0,555705
12,889375;0,563351
12,899375;0,568449
12,909375;0,558254
12,919375;0,553156
12,929375;0,568449
12,939375;0,550607
12,949375;0,560803
12,953125;0,550607
12,963125;0,555705
12,973125;0,558254
12,983125;0,558254
12,993125;0,5659
13,003125;0,5659
