39,00;0,55
39,02;0,56
39,03;0,55
39,04;0,56
39,05;0,57
39,06;0,57
39,07;0,56
39,08;0,55
39,09;0,55
39,10;0,55
39,11;0,55
39,11;0,56
39,12;0,56
39,13;0,55
39,14;0,56
39,15;0,55
39,16;0,56
39,17;0,56
39,18;0,57
39,19;0,57
39,20;0,55
39,22;0,56
39,23;0,55
39,24;0,56
39,25;0,55
39,26;0,56
39,27;0,56
39,28;0,56
39,29;0,56
39,30;0,57
39,31;0,55
39,31;0,57
39,32;0,56
39,33;0,56
39,34;0,56
39,35;0,55
39,36;0,56
39,37;0,56
39,38;0,57
39,39;0,56
39,40;0,56
39,42;0,56
39,43;0,56
39,44;0,57
39,45;0,56
39,46;0,56
39,47;0,56
39,48;0,56
39,49;0,56
39,50;0,56
39,51;0,56
39,52;0,55
39,53;0,56
39,54;0,56
39,55;0,57
39,56;0,56
39,57;0,56
39,58;0,56
39,59;0,56
39,60;0,56
39,61;0,56
39,63;0,57
39,64;0,56
39,65;0,56
39,66;0,56
39,67;0,56
39,68;0,56
39,69;0,57
39,70;0,56
39,71;0,55
39,72;0,55
39,72;0,55
39,73;0,55
39,74;0,56
39,75;0,56
39,76;0,56
39,77;0,57
39,78;0,56
39,79;0,55
39,80;0,55
39,81;0,56
39,81;0,55
39,82;0,56
39,83;0,56
39,84;0,56
39,85;0,56
39,86;0,56
39,87;0,56
39,88;0,56
39,89;0,56
39,90;0,56
39,92;0,55
39,93;0,55
39,94;0,56
39,95;0,56
39,96;0,56
39,97;0,56
39,98;0,57
39,99;0,58
40,00;0,60
40,01;0,60
40,02;0,64
40,03;0,68
40,04;0,71
40,05;0,74
40,06;0,78
40,07;0,82
40,08;0,86
40,09;0,88
40,10;0,93
40,11;0,96
40,13;1,01
40,14;1,03
40,15;1,06
40,16;1,11
40,17;1,17
40,18;1,19
40,19;1,23
40,20;1,26
40,21;1,31
40,22;1,34
40,22;1,38
40,23;1,41
40,24;1,44
40,25;1,48
40,26;1,52
40,27;1,52
40,28;1,58
40,29;1,62
40,30;1,65
40,31;1,69
40,33;1,73
40,34;1,76
40,35;1,79
40,36;1,82
40,37;1,87
40,38;1,90
40,39;1,93
40,40;1,98
40,41;2,01
40,42;2,04
40,42;2,07
40,43;2,10
40,44;2,14
40,45;2,18
40,46;2,21
40,47;2,25
40,48;2,27
40,49;2,30
40,50;2,34
40,51;2,38
40,53;2,42
40,54;2,46
40,55;2,49
40,56;2,52
40,57;2,56
40,58;2,60
40,59;2,63
40,60;2,67
40,61;2,71
40,62;2,73
40,63;2,80
40,64;2,80
40,65;2,85
40,66;2,90
40,67;2,94
40,68;2,96
40,69;2,99
40,70;3,03
40,71;3,08
40,72;3,12
40,73;3,16
40,74;3,21
40,75;3,23
40,76;3,27
40,77;3,29
40,78;3,35
40,79;3,37
40,80;3,42
40,81;3,45
40,82;3,50
40,83;3,54
40,84;3,57
40,85;3,62
40,86;3,63
40,87;3,67
40,88;3,71
40,89;3,75
40,90;3,77
40,91;3,81
40,92;3,84
40,94;3,88
40,95;3,93
40,96;3,96
40,97;3,99
40,98;4,02
40,99;4,06
41,00;4,09
41,01;4,13
41,02;4,16
41,03;4,19
41,03;4,23
41,04;4,27
41,05;4,29
41,06;4,33
41,07;4,36
41,08;4,41
41,09;4,44
41,10;4,47
41,11;4,51
41,12;4,55
41,14;4,61
41,15;4,64
41,16;4,66
41,17;4,69
41,18;4,74
41,19;4,77
41,20;4,81
41,21;4,84
41,22;4,88
41,23;4,91
41,25;4,98
41,26;5,01
41,27;5,04
41,28;5,06
41,29;5,11
41,30;5,16
41,31;5,19
41,32;5,23
41,33;5,26
41,34;5,29
41,34;5,34
41,35;5,38
41,36;5,39
41,37;5,44
41,38;5,49
41,39;5,53
41,40;5,56
41,41;5,61
41,42;5,62
41,43;5,67
41,44;5,71
41,45;5,74
41,46;5,78
41,47;5,82
41,48;5,84
41,49;5,86
41,50;5,90
41,51;5,95
41,52;5,98
41,53;6,01
41,55;6,05
41,56;6,08
41,57;6,11
41,58;6,16
41,59;6,18
41,60;6,21
41,61;6,25
41,62;6,30
41,63;6,32
41,64;6,35
41,64;6,39
41,65;6,43
41,66;6,46
41,67;6,48
41,68;6,54
41,69;6,56
41,70;6,60
41,71;6,64
41,72;6,67
41,73;6,71
41,75;6,75
41,76;6,79
41,77;6,83
41,78;6,86
41,79;6,90
41,80;6,94
41,81;6,96
41,82;7,01
41,83;7,05
41,84;7,08
41,84;7,13
41,85;7,15
41,86;7,22
41,87;7,25
41,88;7,29
41,89;7,33
41,90;7,35
41,91;7,38
41,92;7,42
41,93;7,49
41,95;7,52
41,96;7,54
41,97;7,56
41,98;7,61
41,99;7,64
42,00;7,67
42,01;7,71
42,02;7,76
42,03;7,79
42,04;7,82
42,05;7,87
42,06;7,89
42,07;7,94
42,08;7,98
42,09;8,00
42,10;8,03
42,11;8,08
42,12;8,10
42,13;8,13
42,14;8,16
42,16;8,23
42,17;8,25
42,18;8,28
42,19;8,30
42,20;8,36
42,21;8,38
42,22;8,42
42,23;8,46
42,24;8,49
42,25;8,52
42,25;8,55
42,26;8,55
42,27;8,56
42,28;8,54
42,29;8,55
42,30;8,55
42,31;8,55
42,32;8,55
42,33;8,55
42,34;8,56
42,36;8,55
42,37;8,54
42,38;8,56
42,39;8,56
42,40;8,54
42,41;8,55
42,42;8,54
42,43;8,56
42,44;8,55
42,45;8,55
42,45;8,54
42,46;8,55
42,47;8,54
42,48;8,55
42,49;8,55
42,50;8,55
42,51;8,55
42,52;8,55
42,53;8,55
42,54;8,55
42,56;8,55
42,57;8,55
42,58;8,54
42,59;8,55
42,60;8,56
42,61;8,55
42,62;8,54
42,63;8,56
42,64;8,55
42,65;8,55
42,66;8,55
42,67;8,56
42,68;8,55
42,69;8,55
42,70;8,55
42,71;8,56
42,72;8,54
42,73;8,55
42,74;8,55
42,75;8,55
42,75;8,55
42,76;8,55
42,77;8,55
42,78;8,55
42,79;8,55
42,80;8,55
42,81;8,55
42,82;8,54
42,83;8,55
